Market,Customer,Category,Division,PromotionType,InStoreLocation,PromotionMonth,PromoDurationWeeks,ListPrice,PlannedPromoVolume,PlannedBaseVolume,PlannedIncrementalVolume,PlannedVolumeUplift,PlannedPromoRevenue,PlannedOnInvoiceSpend,PlannedOffInvoiceSpend,PlannedTradeSpend,PlannedCostPerUnit,PlannedNetRevenue,PlannedTurnover,PlannedGrossProfit,PlannedCOGS,PlannedEventSpend,PlannedBaseRevenue,PlannedBaseOnInvoiceSpend,PlannedBaseOffInvoiceSpend,PlannedBaseTurnover,PlannedBaseGrossProfit,PlannedBaseCOGS,PlannedBaseNetRevenue,PlannedROI,IsPipeFill,IsDefensivePromo,InstoreStartDate_Week,InstoreEndDate_Week,InstoreStartDate_Month,InstoreEndDate_Month,ActualSalesVolume,ForecastAccuracyRatio
Western Europe,BudgetHome Stores,DEODORANT & FRAGRANCE,Personal Care & Home,Multi-Buy Deal,Free Standing Unit,June,2,9.4,2217.0,892.0,1325.0,2.486,20842.98,1106.23,737.49,1843.72,0.8316,19736.75,18999.26,8144.55,10854.71,163.39,8383.94,167.68,83.84,8132.42,3766.19,4366.23,8216.26,2.2383,0,0,25,27,6,6,882.0,0.398
Southeast Asia,HomeSave Supermarkets,HAIR CARE,Personal Care & Home,Multi-Buy Free Gift,Online,April,2,10.94,2509.0,801.0,1708.0,3.131,27456.03,2346.66,1564.44,3911.1,1.5587,25109.37,23544.93,9090.54,14454.39,182.53,8769.91,175.4,87.7,8506.81,3889.84,4616.97,8594.51,1.2625,0,0,17,19,4,4,2432.0,0.969
Southeast Asia,PrimeRetail Group,DEODORANT & FRAGRANCE,Personal Care & Home,Discounted Retail Price,Mid Aisle Display,November,2,12.41,41141.0,12405.0,28737.0,3.317,510486.05,25878.07,17252.04,43130.11,1.0483,484607.98,467355.94,180744.74,286611.2,1642.15,153917.79,3078.36,1539.18,149300.25,62883.47,86416.78,150839.43,2.6256,0,0,45,47,11,11,46930.0,1.141
Southeast Asia,Metro Grocery Group,SKIN CARE,Personal Care & Home,Multi-Buy Free Gift,Free Standing Unit,September,2,23.53,67847.0,28266.0,39580.0,2.4,1596382.9,116751.56,77834.37,194585.94,2.868,1479631.34,1401796.96,676934.44,724862.53,10167.93,665087.87,13301.76,6650.88,645135.24,343141.73,301993.51,651786.12,1.6129,0,0,39,41,9,9,305665.0,4.505
Southeast Asia,EastMart Retail,DEODORANT & FRAGRANCE,Personal Care & Home,Discounted Retail Price,Checkout Display,April,1,17.46,92365.0,32495.0,59870.0,2.842,1612832.0,100074.39,66716.26,166790.65,1.8058,1512757.61,1446041.36,654051.24,791990.12,5072.72,567410.35,11348.21,5674.1,550388.04,271758.04,278630.01,556062.15,2.19,0,0,19,20,4,4,104134.0,1.127
Southeast Asia,CityGrocer Ltd,DRESSING,Personal Care & Home,Multi-Unit Deal,In-Store Event,January,3,8.29,9885.0,3816.0,6069.0,2.591,81922.83,4812.77,3208.51,8021.29,0.8115,77110.06,73901.54,36972.39,36929.16,1160.29,31621.71,632.43,316.22,30673.06,16418.63,14254.43,30989.27,2.4441,0,0,6,9,1,1,20349.0,2.059
Southeast Asia,HomeSave Supermarkets,HOME & HYGIENE,Food & Beverage,Temporary Price Reduction,Pallet Display,June,2,14.25,12037.0,6526.0,5511.0,1.845,171556.4,15702.18,10468.12,26170.3,2.1742,155854.22,145386.09,65317.33,80068.76,3649.17,93008.86,1860.18,930.09,90218.6,46809.52,43409.07,91148.69,0.6006,0,0,27,29,6,6,26993.0,2.242
Western Europe,GreenLeaf Supermarkets,SCRATCH COOKING AID,Food & Beverage,Temporary Price Reduction,Pallet Display,March,2,7.24,33315.0,22599.0,10716.0,1.474,241366.79,8210.31,5473.54,13683.85,0.4107,233156.48,227682.94,89043.32,138639.63,862.41,163728.25,3274.56,1637.28,158816.4,64771.88,94044.52,160453.68,1.4148,0,0,13,15,3,3,21406.0,0.643
Southeast Asia,EastMart Retail,DEODORANT & FRAGRANCE,Personal Care & Home,Multi-Unit Deal,End of Aisle Display,January,3,20.54,7730.0,3028.0,4702.0,2.553,158757.13,9898.82,6599.22,16498.04,2.1343,148858.31,142259.09,53943.69,88315.4,1060.98,62190.39,1243.81,621.9,60324.68,25728.63,34596.05,60946.58,1.5971,0,0,7,10,1,1,10049.0,1.3
Western Europe,TopChoice Supermarkets,SCRATCH COOKING AID,Personal Care & Home,Stock Loading,Shelf,December,2,23.77,14345.0,8790.0,5555.0,1.632,341028.62,17302.78,11535.19,28837.97,2.0104,323725.84,312190.65,127701.69,184488.96,3740.53,208970.91,4179.42,2089.71,202701.78,89653.13,113048.65,204791.49,1.102,1,0,50,52,12,12,12897.0,0.899
Southeast Asia,Metro Grocery Group,SKIN CLEANSING,Personal Care & Home,Multi-Unit Deal,None Specified,December,1,12.65,69356.0,23542.0,45813.0,2.946,877143.41,93607.63,62405.09,156012.72,2.2495,783535.78,721130.69,210750.26,510380.43,18297.07,297737.65,5954.75,2977.38,288805.52,115561.93,173243.59,291782.9,0.5529,0,0,51,52,12,12,316901.0,4.569
Western Europe,NorthernMart Supermarkets,ORAL CARE,Food & Beverage,Everyday Low Price,End of Aisle Display,October,2,23.16,31746.0,13460.0,18286.0,2.359,735262.75,76208.11,50805.41,127013.52,4.0009,659054.64,608249.23,176174.15,432075.08,17407.42,311740.64,6234.81,3117.41,302388.42,119194.92,183193.51,305505.83,0.375,0,0,43,45,10,10,18393.0,0.579
Western Europe,FineFood Retail,HAIR CARE,Personal Care & Home,Loyalty Mechanic,End of Aisle Display,August,1,24.6,12475.0,8826.0,3649.0,1.413,306850.09,12451.3,8300.87,20752.17,1.6634,294398.79,286097.92,122700.04,163397.89,1033.07,217091.87,4341.84,2170.92,210579.12,94977.54,115601.57,212750.03,1.022,0,0,34,35,8,8,6924.0,0.555
Western Europe,HealthFirst Pharmacy,DEODORANT & FRAGRANCE,Personal Care & Home,Multi-Buy Deal,Pallet Display,February,1,12.08,3340.0,3016.0,324.0,1.108,40358.49,4295.65,2863.77,7159.42,2.1436,36062.84,33199.07,14923.4,18275.67,127.39,36439.78,728.8,364.4,35346.58,18845.44,16501.14,35710.98,-0.7005,0,0,11,12,2,2,2984.0,0.893
Southeast Asia,EastMart Retail,FABRIC CLEANING,Personal Care & Home,Discounted Retail Price,In-Store Event,July,2,11.44,10802.0,3027.0,7775.0,3.569,123595.02,13046.97,8697.98,21744.95,2.013,110548.05,101850.07,35730.11,66119.96,2706.96,34630.34,692.61,346.3,33591.43,15065.14,18526.28,33937.73,0.9026,0,0,30,32,7,7,8902.0,0.824
Southeast Asia,CityGrocer Ltd,SKIN CARE,Food & Beverage,Multi-Buy Free Gift,Pallet Display,March,2,10.74,120733.0,39088.0,81645.0,3.089,1296646.78,123053.23,82035.48,205088.71,1.6987,1173593.55,1091558.07,354556.72,737001.34,23378.25,419794.26,8395.89,4197.94,407200.43,168593.48,238606.95,411398.38,0.8453,0,0,15,17,3,3,167300.0,1.386
Western Europe,GreenLeaf Supermarkets,HOME & HYGIENE,Personal Care & Home,Everyday Low Price,Online,April,1,20.57,66781.0,43805.0,22976.0,1.525,1373834.23,145666.09,97110.72,242776.81,3.6354,1228168.14,1131057.42,448868.92,682188.49,16742.41,901164.58,18023.29,9011.65,874129.64,426649.08,447480.56,883141.29,-0.0198,0,0,18,19,4,4,46619.0,0.698
Western Europe,GreenLeaf Supermarkets,HAIR CARE,Food & Beverage,Other,Shelf,August,3,4.66,1742.0,863.0,879.0,2.018,8120.47,467.12,311.42,778.54,0.4469,7653.35,7341.93,2699.34,4642.59,49.06,4023.77,80.48,40.24,3903.06,1602.61,2300.45,3943.3,1.2536,0,0,33,36,8,8,628.0,0.361
Southeast Asia,Metro Grocery Group,HAIR CARE,Personal Care & Home,Temporary Price Reduction,Shelf,September,2,7.26,33811.0,10109.0,23701.0,3.344,245367.01,25754.33,17169.55,42923.89,1.2695,219612.68,202443.13,61914.12,140529.01,1521.45,73365.11,1467.3,733.65,71164.15,29145.77,42018.39,71897.81,0.7121,0,0,37,39,9,9,46842.0,1.385
Western Europe,BudgetHome Stores,ORAL CARE,Personal Care & Home,Multi-Buy Deal,Free Standing Unit,August,3,16.31,21469.0,19209.0,2260.0,1.118,350092.6,13756.73,9171.16,22927.89,1.0679,336335.86,327164.71,140946.39,186218.32,647.77,313232.37,6264.65,3132.32,303835.4,137223.46,166611.94,306967.72,-0.2475,0,0,34,37,8,8,25290.0,1.178
Southeast Asia,Metro Grocery Group,ICE CREAM CATEGORY,Food & Beverage,Multi-Unit Deal,End of Aisle Display,April,2,23.65,9097.0,5716.0,3381.0,1.591,215179.89,8635.36,5756.9,14392.26,1.5821,206544.53,200787.63,75856.67,124930.96,1190.61,135211.52,2704.23,1352.12,131155.17,52652.92,78502.25,132507.29,1.3304,0,0,18,20,4,4,20127.0,2.213
Southeast Asia,HomeSave Supermarkets,BEVERAGE,Personal Care & Home,Discounted Retail Price,Shelf,February,2,18.04,8887.0,4508.0,4378.0,1.971,160320.28,5970.11,3980.07,9950.18,1.1197,154350.17,150370.1,47659.18,102710.92,291.6,81330.98,1626.62,813.31,78891.05,26785.48,52105.57,79704.36,1.8526,0,0,11,13,2,2,9127.0,1.027
Western Europe,ValueMart Stores,DEODORANT & FRAGRANCE,Food & Beverage,Multi-Buy Deal,None Specified,August,4,22.41,3257.0,5508.0,-2251.0,0.591,73013.92,6052.66,4035.11,10087.77,3.0968,66961.26,62926.15,26644.02,36282.13,464.61,123458.5,2469.17,1234.58,119754.74,58405.66,61349.08,120989.33,-3.5157,0,1,33,37,8,8,1460.0,0.448
Western Europe,TopChoice Supermarkets,HEALTHY SNACKING,Personal Care & Home,Multi-Buy Deal,In-Store Event,January,1,13.01,22052.0,10757.0,11296.0,2.05,286918.3,15570.4,10380.27,25950.67,1.1768,271347.9,260967.63,131082.5,129885.13,1983.09,139953.29,2799.07,1399.53,135754.69,72399.19,63355.5,137154.22,2.0995,0,0,6,7,1,1,16417.0,0.744
Southeast Asia,HomeSave Supermarkets,DEODORANT & FRAGRANCE,Personal Care & Home,Multi-Unit Deal,Shelf,September,2,19.97,2348.0,1302.0,1047.0,1.804,46889.02,4334.29,2889.52,7223.81,3.0762,42554.73,39665.21,11363.66,28301.55,165.2,25991.63,519.83,259.92,25211.88,9523.7,15688.18,25471.8,0.1468,0,0,37,39,9,9,5426.0,2.311
Southeast Asia,Metro Grocery Group,DRESSING,Personal Care & Home,Temporary Price Reduction,Checkout Display,June,2,10.53,32616.0,9369.0,23247.0,3.481,343505.26,15540.94,10360.62,25901.56,0.7941,327964.32,317603.7,97623.74,219979.96,1227.19,98675.3,1973.51,986.75,95715.04,32523.61,63191.43,96701.8,2.3991,0,0,26,28,6,6,52754.0,1.617
Southeast Asia,Metro Grocery Group,SKIN CARE,Personal Care & Home,Multi-Buy Free Gift,In-Store Event,January,3,24.22,4357.0,1994.0,2363.0,2.185,105524.11,11636.58,7757.72,19394.31,4.4514,93887.53,86129.81,34132.71,51997.1,340.45,48284.05,965.68,482.84,46835.52,23043.52,23792.01,47318.36,0.4971,0,0,7,10,1,1,6747.0,1.549
Western Europe,FineFood Retail,HAIR CARE,Personal Care & Home,Multi-Buy Deal,Free Standing Unit,August,1,21.38,8869.0,5968.0,2900.0,1.486,189641.89,11195.42,7463.61,18659.03,2.1039,178446.47,170982.86,84138.6,86844.26,1185.9,127624.1,2552.48,1276.24,123795.38,65351.43,58443.95,125071.62,0.8017,0,0,33,34,8,8,4326.0,0.488
Southeast Asia,EastMart Retail,HEALTHY SNACKING,Food & Beverage,Multi-Unit Deal,Free Standing Unit,May,2,14.98,39225.0,12486.0,26739.0,3.142,587618.04,25241.14,16827.43,42068.57,1.0725,562376.9,545549.48,250890.05,294659.42,5307.14,187046.09,3740.92,1870.46,181434.71,87640.97,93793.74,183305.17,3.7472,0,0,22,24,5,5,265163.0,6.76
Western Europe,FineFood Retail,SKIN CARE,Personal Care & Home,Shopper Activation,In-Store Event,January,2,18.06,5420.0,2503.0,2916.0,2.165,97863.56,4039.18,2692.79,6731.97,1.2421,93824.37,91131.59,34477.16,56654.42,153.17,45201.33,904.03,452.01,43845.29,17677.68,26167.61,44297.3,2.294,0,0,6,8,1,1,4936.0,0.911
Southeast Asia,EastMart Retail,SKIN CLEANSING,Personal Care & Home,Temporary Price Reduction,End of Aisle Display,November,3,11.71,82379.0,46607.0,35772.0,1.768,964555.27,74290.48,49526.99,123817.47,1.503,890264.79,840737.8,316035.74,524702.06,14412.61,545714.84,10914.3,5457.15,529343.4,232483.58,296859.82,534800.55,0.5426,0,0,47,50,11,11,622843.0,7.561
Southeast Asia,PrimeRetail Group,SKIN CLEANSING,Food & Beverage,Multi-Unit Deal,Online,August,2,15.07,6008.0,3004.0,3004.0,2.0,90545.17,8521.14,5680.76,14201.9,2.3639,82024.03,76343.28,20096.3,56246.98,1378.26,45277.45,905.55,452.77,43919.13,15792.62,28126.51,44371.9,0.2074,0,0,35,37,8,8,6329.0,1.053
Southeast Asia,HomeSave Supermarkets,DRESSING,Personal Care & Home,Everyday Low Price,Online,March,2,15.8,5746.0,2163.0,3583.0,2.656,90802.72,10184.42,6789.61,16974.04,2.9541,80618.3,73828.68,28425.41,45403.27,1140.65,34181.49,683.63,341.81,33156.04,16064.58,17091.46,33497.86,0.6678,0,0,13,15,3,3,23495.0,4.089
Western Europe,ValueMart Stores,FABRIC ENHANCER,Personal Care & Home,Multi-Buy Deal,Free Standing Unit,April,1,22.81,1481.0,4253.0,-2771.0,0.348,33796.11,1887.21,1258.14,3145.34,2.1231,31908.91,30650.77,15249.85,15400.92,468.78,97018.05,1940.36,970.18,94107.51,49896.29,44211.22,95077.69,-11.9405,0,1,19,20,4,4,453.0,0.306
Western Europe,HealthFirst Pharmacy,HEALTHY SNACKING,Food & Beverage,Temporary Price Reduction,None Specified,November,3,7.78,24043.0,17433.0,6610.0,1.379,187012.21,15287.11,10191.4,25478.51,1.0597,171725.1,161533.7,73313.48,88220.22,2578.95,135596.45,2711.93,1355.96,131528.56,67562.95,63965.61,132884.53,0.066,0,0,47,50,11,11,20397.0,0.848
Southeast Asia,EastMart Retail,DEODORANT & FRAGRANCE,Personal Care & Home,Temporary Price Reduction,Mid Aisle Display,September,2,8.05,12413.0,3409.0,9004.0,3.642,99868.87,4828.06,3218.71,8046.77,0.6483,95040.81,91822.1,30269.15,61552.95,393.88,27425.02,548.5,274.25,26602.27,9699.2,16903.07,26876.52,2.4541,0,0,39,41,9,9,58723.0,4.731
Western Europe,HealthFirst Pharmacy,FABRIC CLEANING,Personal Care & Home,Other,Pallet Display,October,2,24.97,4327.0,4274.0,53.0,1.012,108051.05,12753.88,8502.59,21256.47,4.9127,95297.17,86794.58,19042.42,67752.15,1290.15,106727.67,2134.55,1067.28,103525.84,36603.5,66922.34,104593.12,-0.9768,0,0,41,43,10,10,3086.0,0.713
Western Europe,GreenLeaf Supermarkets,DRESSING,Personal Care & Home,Temporary Price Reduction,Mid Aisle Display,November,1,6.63,86175.0,54695.0,31480.0,1.576,571743.34,20452.19,13634.79,34086.98,0.3956,551291.15,537656.36,178030.73,359625.63,2937.51,362883.75,7257.68,3628.84,351997.24,123743.95,228253.29,355626.08,1.2732,0,0,46,47,11,11,90339.0,1.048
Southeast Asia,Metro Grocery Group,FABRIC ENHANCER,Personal Care & Home,Multi-Buy Free Gift,End of Aisle Display,February,2,23.54,67318.0,18945.0,48373.0,3.553,1584483.5,141136.83,94091.22,235228.05,3.4943,1443346.67,1349255.45,629944.01,719311.44,13316.35,445907.25,8918.14,4459.07,432530.03,230100.54,202429.49,436989.1,1.6429,0,0,11,13,2,2,172234.0,2.559
Southeast Asia,EastMart Retail,FABRIC ENHANCER,Personal Care & Home,Multi-Unit Deal,Checkout Display,June,2,17.49,34085.0,12230.0,21855.0,2.787,596094.26,19173.44,12782.29,31955.74,0.9375,576920.82,564138.52,203306.54,360831.99,1014.43,213881.07,4277.62,2138.81,207464.64,77996.64,129468.0,209603.45,3.7206,0,0,25,27,6,6,123469.0,3.622
Western Europe,TopChoice Supermarkets,FABRIC ENHANCER,Personal Care & Home,Everyday Low Price,Checkout Display,September,2,6.75,500.0,523.0,-23.0,0.956,3373.14,218.24,145.49,363.73,0.7274,3154.9,3009.41,1405.84,1603.57,21.15,3528.45,70.57,35.28,3422.6,1745.19,1677.41,3457.88,-1.224,0,1,37,39,9,9,336.0,0.671
Southeast Asia,PrimeRetail Group,ICE CREAM CATEGORY,Personal Care & Home,Multi-Buy Free Gift,None Specified,December,1,5.05,15969.0,4650.0,11319.0,3.434,80680.53,3380.89,2253.93,5634.82,0.3529,77299.64,75045.71,24366.12,50679.6,758.86,23492.3,469.85,234.92,22787.53,8030.81,14756.72,23022.45,2.7739,0,0,51,52,12,12,61786.0,3.869
Western Europe,BudgetHome Stores,BEVERAGE,Personal Care & Home,Stock Loading,Checkout Display,January,2,6.47,13012.0,11621.0,1391.0,1.12,84201.21,2999.86,1999.9,4999.76,0.3843,81201.35,79201.45,38108.79,41092.66,263.63,75201.12,1504.02,752.01,72945.09,36244.73,36700.35,73697.1,-0.0784,1,0,6,8,1,1,20675.0,1.589
Southeast Asia,EastMart Retail,BEVERAGE,Food & Beverage,Everyday Low Price,In-Store Event,February,3,24.54,4174.0,1086.0,3089.0,3.845,102422.03,11585.6,7723.73,19309.33,4.6256,90836.43,83112.7,19167.43,63945.27,224.69,26638.95,532.78,266.39,25839.78,9208.25,16631.53,26106.17,0.4744,0,0,9,12,2,2,8930.0,2.139
Western Europe,FineFood Retail,HEALTHY SNACKING,Personal Care & Home,Stock Loading,In-Store Event,November,4,17.49,2875.0,5408.0,-2533.0,0.532,50287.9,1544.36,1029.57,2573.93,0.8952,48743.54,47713.97,24936.15,22777.82,299.94,94585.23,1891.7,945.85,91747.67,48905.45,42842.22,92693.53,-10.4148,1,1,46,50,11,11,1512.0,0.526
Southeast Asia,PrimeRetail Group,SKIN CLEANSING,Personal Care & Home,Special Pack,None Specified,July,2,8.6,791.0,441.0,350.0,1.794,6801.83,614.41,409.61,1024.01,1.2944,6187.42,5777.82,2648.46,3129.36,58.79,3791.42,75.83,37.91,3677.67,1933.33,1744.34,3715.59,0.5873,0,0,29,31,7,7,1381.0,1.746
Southeast Asia,CityGrocer Ltd,SCRATCH COOKING AID,Personal Care & Home,Temporary Price Reduction,Mid Aisle Display,April,2,22.82,24503.0,10784.0,13719.0,2.272,559197.24,44614.2,29742.8,74356.99,3.0346,514583.04,484840.25,145130.5,339709.74,10308.53,246104.1,4922.08,2461.04,238720.97,89213.87,149507.1,241182.01,0.6527,0,0,18,20,4,4,10884.0,0.444
Southeast Asia,Metro Grocery Group,FABRIC ENHANCER,Personal Care & Home,Multi-Buy Free Gift,In-Store Event,March,2,19.84,5974.0,1954.0,4020.0,3.057,118518.27,4872.84,3248.56,8121.4,1.3595,113645.44,110396.88,41713.86,68683.01,1168.11,38775.01,775.5,387.75,37611.76,15141.1,22470.67,37999.51,3.1287,0,0,15,17,3,3,14428.0,2.415
Southeast Asia,CityGrocer Ltd,DRESSING,Personal Care & Home,Multi-Unit Deal,End of Aisle Display,February,2,23.66,2257.0,632.0,1626.0,3.574,53402.63,3838.59,2559.06,6397.66,2.8342,49564.03,47004.97,18101.9,28903.07,481.8,14940.15,298.8,149.4,14491.95,6405.9,8086.05,14641.35,1.7581,0,0,10,12,2,2,11150.0,4.94
Western Europe,ValueMart Stores,ICE CREAM CATEGORY,Personal Care & Home,Multi-Buy Deal,In-Store Event,December,2,16.43,17085.0,17786.0,-701.0,0.961,280751.74,11148.94,7432.63,18581.56,1.0876,269602.8,262170.17,81369.9,180800.27,162.1,292264.37,5845.29,2922.64,283496.44,95282.19,188214.24,286419.08,-1.2206,0,1,50,52,12,12,13307.0,0.779
Southeast Asia,CityGrocer Ltd,FABRIC ENHANCER,Personal Care & Home,Temporary Price Reduction,Online,December,2,3.05,42847.0,16768.0,26078.0,2.555,130615.14,9484.2,6322.8,15807.0,0.3689,121130.94,114808.14,46780.15,68027.98,1304.54,51117.37,1022.35,511.17,49583.85,22960.51,26623.34,50095.02,1.4099,0,0,49,51,12,12,176592.0,4.121
Southeast Asia,HomeSave Supermarkets,DRESSING,Food & Beverage,Other,Pallet Display,August,4,23.01,5267.0,2113.0,3155.0,2.493,121209.91,10557.14,7038.1,17595.24,3.3404,110652.76,103614.67,45502.95,58111.72,1912.41,48619.12,972.38,486.19,47160.55,23851.06,23309.49,47646.74,1.1477,0,0,35,39,8,8,12832.0,2.436
Southeast Asia,PrimeRetail Group,FABRIC CLEANING,Personal Care & Home,Discounted Retail Price,Free Standing Unit,April,2,9.74,27679.0,13809.0,13869.0,2.004,269607.35,8436.76,5624.51,14061.26,0.508,261170.59,255546.08,105635.1,149910.99,592.56,134510.39,2690.21,1345.1,130475.08,55682.66,74792.42,131820.19,3.2655,0,0,19,21,4,4,93485.0,3.377
Western Europe,NorthernMart Supermarkets,HAIR CARE,Food & Beverage,Multi-Buy Deal,Pallet Display,August,3,15.35,44688.0,22604.0,22084.0,1.977,685738.25,43138.01,28758.68,71896.69,1.6089,642600.23,613841.56,271912.97,341928.59,9737.36,346854.53,6937.09,3468.55,336448.9,163497.37,172951.53,339917.44,1.3632,0,0,33,36,8,8,40877.0,0.915
Southeast Asia,Metro Grocery Group,ORAL CARE,Food & Beverage,Other,End of Aisle Display,September,2,23.98,13158.0,4049.0,9110.0,3.25,315561.96,14128.57,9419.05,23547.62,1.7896,301433.39,292014.35,141949.91,150064.44,1668.4,97092.59,1941.85,970.93,94179.81,48007.76,46172.06,95150.74,3.8658,0,0,38,40,9,9,17880.0,1.359
Western Europe,TopChoice Supermarkets,HAIR CARE,Food & Beverage,Other,Online,February,2,23.68,10566.0,4553.0,6012.0,2.32,250154.71,29553.0,19702.0,49254.99,4.6618,220601.71,200899.71,64249.14,136650.57,638.94,107808.0,2156.16,1078.08,104573.76,45682.11,58891.66,105651.84,0.3113,0,0,10,12,2,2,5515.0,0.522
Southeast Asia,EastMart Retail,HAIR CARE,Food & Beverage,Special Pack,Shelf,December,3,15.86,1276.0,696.0,580.0,1.832,20243.91,1852.68,1235.12,3087.79,2.4196,18391.24,17156.12,5220.44,11935.68,81.18,11047.41,220.95,110.47,10715.99,4202.5,6513.48,10826.46,0.2223,0,0,49,52,12,12,1801.0,1.411
Southeast Asia,EastMart Retail,DRESSING,Personal Care & Home,Special Pack,Free Standing Unit,December,3,3.32,3005.0,1827.0,1177.0,1.644,9964.19,1119.46,746.31,1865.77,0.621,8844.73,8098.42,3422.25,4676.17,135.55,6059.96,121.2,60.6,5878.16,3034.24,2843.92,5938.76,0.1105,0,0,50,53,12,12,4093.0,1.362
Southeast Asia,HomeSave Supermarkets,SKIN CARE,Food & Beverage,Temporary Price Reduction,Mid Aisle Display,April,2,11.11,18555.0,12038.0,6518.0,1.541,206076.4,9647.41,6431.61,16079.01,0.8665,196429.0,189997.39,57402.95,132594.44,1405.46,133690.52,2673.81,1336.91,129679.8,43660.15,86019.65,131016.71,0.6053,0,0,18,20,4,4,16174.0,0.872
Southeast Asia,PrimeRetail Group,HAIR CARE,Food & Beverage,Multi-Buy Free Gift,End of Aisle Display,March,3,12.12,6256.0,2712.0,3543.0,2.306,75793.82,3137.77,2091.85,5229.62,0.836,72656.05,70564.21,24511.29,46052.92,413.16,32862.94,657.26,328.63,31877.05,11909.27,19967.78,32205.68,2.2212,0,0,15,18,3,3,15375.0,2.458
Southeast Asia,CityGrocer Ltd,HOME & HYGIENE,Food & Beverage,Multi-Buy Free Gift,Online,November,4,24.04,70251.0,22891.0,47361.0,3.069,1688696.23,86853.62,57902.41,144756.03,2.0605,1601842.61,1543940.2,600014.48,943925.72,8876.35,550249.53,11004.99,5502.5,533742.04,226170.63,307571.41,539244.54,2.4685,0,0,45,49,11,11,119084.0,1.695
Western Europe,FineFood Retail,SKIN CARE,Personal Care & Home,Multi-Buy Deal,End of Aisle Display,February,3,2.95,13539.0,10946.0,2593.0,1.237,39928.78,2856.17,1904.11,4760.28,0.3516,37072.62,35168.51,16101.64,19066.87,462.3,32281.74,645.63,322.82,31313.29,15898.05,15415.24,31636.11,-0.1607,0,0,11,14,2,2,10172.0,0.751
Western Europe,FineFood Retail,BEVERAGE,Personal Care & Home,Temporary Price Reduction,Checkout Display,December,4,23.19,1763.0,765.0,998.0,2.304,40886.61,4371.02,2914.01,7285.03,4.1322,36515.59,33601.58,10751.12,22850.46,81.63,17742.71,354.85,177.43,17210.42,7294.49,9915.94,17387.85,0.4014,0,0,51,55,12,12,1307.0,0.742
Western Europe,FineFood Retail,ORAL CARE,Personal Care & Home,Shopper Activation,None Specified,September,3,7.67,9487.0,11722.0,-2235.0,0.809,72755.52,6923.86,4615.9,11539.76,1.2164,65831.66,61215.76,16796.77,44418.99,201.03,89896.62,1797.93,898.97,87199.72,32315.68,54884.04,88098.69,-1.5785,0,1,37,40,9,9,11022.0,1.162
Western Europe,NorthernMart Supermarkets,DRESSING,Food & Beverage,Temporary Price Reduction,Checkout Display,October,2,21.37,3009.0,1398.0,1611.0,2.152,64288.49,3661.58,2441.06,6102.64,2.0284,60626.9,58185.85,27190.82,30995.03,64.16,29867.82,597.36,298.68,28971.78,14571.79,14399.99,29270.46,1.921,0,0,43,45,10,10,2048.0,0.681
Western Europe,NorthernMart Supermarkets,SKIN CLEANSING,Food & Beverage,Temporary Price Reduction,In-Store Event,June,4,14.83,14083.0,37938.0,-23854.0,0.371,208924.51,12047.81,8031.87,20079.68,1.4258,196876.7,188844.83,57759.46,131085.37,1606.23,562795.39,11255.91,5627.95,545911.53,192797.18,353114.35,551539.48,-7.5659,0,1,25,29,6,6,4845.0,0.344
Western Europe,TopChoice Supermarkets,SCRATCH COOKING AID,Personal Care & Home,Loyalty Mechanic,Checkout Display,July,3,4.57,14869.0,17167.0,-2298.0,0.866,67992.06,3380.02,2253.35,5633.37,0.3789,64612.04,62358.69,22529.31,39829.38,518.79,78502.59,1570.05,785.03,76147.51,30161.12,45986.39,76932.54,-1.7728,0,1,31,34,7,7,7285.0,0.49
Southeast Asia,CityGrocer Ltd,FABRIC ENHANCER,Personal Care & Home,Temporary Price Reduction,Checkout Display,December,4,8.72,23807.0,8342.0,15464.0,2.854,207621.72,12116.46,8077.64,20194.1,0.8483,195505.26,187427.62,70788.2,116639.42,1832.72,72753.53,1455.07,727.54,70570.92,29698.85,40872.07,71298.46,1.9266,0,0,49,53,12,12,52098.0,2.188
Southeast Asia,PrimeRetail Group,DRESSING,Personal Care & Home,Multi-Buy Free Gift,Checkout Display,December,3,23.4,66987.0,18999.0,47987.0,3.526,1567385.47,101482.08,67654.72,169136.81,2.5249,1465903.39,1398248.67,518991.74,879256.93,2502.24,444557.17,8891.14,4445.57,431220.45,181837.02,249383.43,435666.03,1.9145,0,0,49,52,12,12,164771.0,2.46
Western Europe,TopChoice Supermarkets,SKIN CLEANSING,Personal Care & Home,Other,None Specified,April,2,23.42,11921.0,6480.0,5441.0,1.84,279133.23,31110.08,20740.05,51850.13,4.3496,248023.15,227283.1,70903.17,156379.93,7060.8,151734.79,3034.7,1517.35,147182.75,62175.75,85006.99,148700.1,0.0805,0,0,18,20,4,4,8327.0,0.698
Southeast Asia,PrimeRetail Group,SKIN CLEANSING,Food & Beverage,Multi-Unit Deal,End of Aisle Display,October,1,9.82,1293.0,437.0,855.0,2.955,12688.11,1039.72,693.15,1732.87,1.3406,11648.38,10955.24,2743.76,8211.47,18.6,4293.19,85.86,42.93,4164.4,1385.93,2778.46,4207.33,0.7092,0,0,43,44,10,10,1086.0,0.84
